iter	MultiClass
538	0.01039855903
539	0.01037968165
540	0.01035796707
541	0.01034707405
542	0.01032768829
543	0.01031303052
544	0.01025739462
545	0.01024048717
546	0.01022976414
547	0.01020700146
548	0.01017540584
549	0.01016731645
550	0.01016176063
551	0.01015243872
552	0.01013009296
553	0.01009090818
554	0.01007754858
555	0.01006977707
556	0.01005209847
557	0.01004328506
558	0.01002852524
559	0.01000930883
560	0.009996065778
561	0.009971945068
562	0.009954881473
563	0.009950660617
564	0.0099244997
565	0.009917708902
566	0.009905206963
567	0.009881099714
568	0.009864369976
569	0.009843293446
570	0.009821621434
571	0.009814478712
572	0.009798821848
573	0.009763679848
574	0.009749447427
575	0.009741085165
576	0.009728392617
577	0.009715615601
578	0.009690649443
579	0.009641728913
580	0.009636803316
581	0.009623827224
582	0.009596356434
583	0.009531530238
584	0.009521520795
585	0.009493570918
586	0.009432887891
587	0.009422821695
588	0.009395304493
589	0.009380394816
590	0.00936916801
591	0.009319192384
592	0.009310320432
593	0.009294260418
594	0.009285603631
595	0.009279429428
596	0.009262796249
597	0.009257783934
598	0.009245697661
599	0.009216748476
600	0.009203493688
601	0.009190016618
602	0.009175111545
603	0.009131776298
604	0.009108986024
605	0.009098343855
606	0.009069771738
607	0.009049591826
608	0.00902559656
609	0.009004356802
610	0.008991843959
611	0.008957681821
612	0.008946764477
613	0.008933289684
614	0.008919380543
615	0.008898418118
616	0.008887326564
617	0.008865367162
618	0.008849461136
619	0.008834021995
620	0.008817509668
621	0.008810802274
622	0.008798579051
623	0.008779898521
624	0.008774521735
625	0.00876288007
626	0.008757199592
627	0.008732829826
628	0.008719260052
629	0.008708670171
630	0.0086563633
631	0.008634075683
632	0.008615028969
633	0.008595409551
634	0.008587461346
635	0.008553172748
636	0.00854530671
637	0.008520143666
638	0.008509739875
639	0.008502531894
640	0.008482804825
641	0.008478054987
642	0.0084563313
643	0.008444711346
644	0.008439494059
645	0.008430768593
646	0.008411987369
647	0.008395602217
648	0.008384795822
649	0.00837358724
650	0.008327433078
651	0.008303940371
652	0.008299418753
653	0.008287829563
654	0.008277258259
655	0.008264764122
656	0.00825758072
657	0.008195504802
658	0.008181820487
659	0.00817418283
660	0.008166215011
661	0.008138191142
662	0.00813205281
663	0.008121857954
664	0.008116610801
665	0.008106718618
666	0.008095081039
667	0.008074114989
668	0.00806453054
669	0.008049604155
670	0.00801178482
671	0.00796993562
672	0.007955619801
673	0.007930427877
674	0.007882370854
675	0.00784046184
676	0.007836898462
677	0.007826450061
678	0.007809801925
679	0.007802726761
680	0.007792272309
681	0.007787195286
682	0.007777780964
683	0.007775382346
684	0.007769225795
685	0.007758801051
686	0.007748676847
687	0.007736695702
688	0.0077304788
689	0.007723541105
690	0.007714274372
691	0.007709380308
692	0.007699239768
693	0.007681086846
694	0.007664899438
695	0.007659466419
696	0.007628151835
697	0.007608634099
698	0.007589392878
699	0.007555445144
700	0.007547546532
701	0.007538235927
702	0.007533088268
703	0.007520167977
704	0.00750304489
705	0.007497682912
706	0.007443796231
707	0.007438157862
708	0.007427122222
709	0.007420086861
710	0.00741142651
711	0.00737686805
712	0.007370146081
713	0.007356800157
714	0.00734967163
715	0.007342413494
716	0.007335301026
717	0.007326791442
718	0.007320057844
719	0.007290908131
720	0.007281581245
721	0.007254967387
722	0.007246513454
723	0.007241627258
724	0.007229465669
725	0.007199649063
726	0.007176402025
727	0.007163981829
728	0.00715697532
729	0.00715537324
730	0.007150685032
731	0.007116051056
732	0.007107991916
733	0.007098578731
734	0.007091563618
735	0.007088674858
736	0.007076322073
737	0.007073355709
738	0.007068278146
739	0.007059617299
740	0.007045394939
741	0.007036048959
742	0.007031356401
743	0.007018211783
744	0.007007484182
745	0.006996076748
746	0.006992185925
747	0.006986910749
748	0.0069734947
749	0.006959783041
750	0.006950560064
751	0.00694630319
752	0.006936993789
753	0.006929118127
754	0.00691927233
755	0.006908192799
756	0.00690389551
757	0.006869252035
758	0.00686438769
759	0.006856722431
760	0.006826896955
761	0.006820955359
762	0.006806095671
763	0.006797869374
764	0.006793802456
765	0.006780821121
766	0.006778211164
767	0.006765928161
768	0.006730288465
769	0.00672429124
770	0.006718528422
771	0.006708100893
772	0.006696533633
773	0.006691234569
774	0.006652768649
775	0.006647235612
776	0.006642572394
777	0.00662933119
778	0.006623236479
779	0.006618086165
780	0.006610908422
781	0.006599280943
782	0.006593095765
783	0.006590057011
784	0.006581378311
785	0.00657584951
786	0.006567458781
787	0.006560621172
788	0.006540807705
789	0.006524275663
790	0.006521043574
791	0.006495937883
792	0.006490839678
793	0.006486728491
794	0.006478630659
795	0.006471304246
796	0.006452534817
797	0.006437300716
798	0.006429279279
799	0.006407605339
800	0.006400625065
801	0.006382824236
802	0.00637910219
803	0.006339538609
804	0.00633269118
805	0.006326120943
806	0.006321458114
807	0.006317273314
808	0.006312189192
809	0.006306991102
810	0.006294096692
811	0.006288291603
812	0.006284194412
813	0.006275922702
814	0.006262795693
815	0.006257486972
816	0.006244193457
817	0.00623743672
818	0.006219298288
819	0.006212011517
820	0.006208238403
821	0.006205426841
822	0.006195311495
823	0.006191398041
824	0.006183011134
825	0.006158910118
826	0.006155951327
827	0.006134177748
828	0.006127844493
829	0.006124919583
830	0.006122777938
831	0.006102322992
832	0.006097338798
833	0.006088577759
834	0.006084091644
835	0.006080713624
836	0.006070814726
837	0.006062175087
838	0.00605633348
839	0.006054447018
840	0.006049145422
841	0.006042619075
842	0.006035054749
843	0.006030493727
844	0.006021817145
845	0.006007761254
846	0.006002792362
847	0.005985885255
848	0.005975644559
849	0.005970150393
850	0.005957105789
851	0.005937737614
852	0.005906024472
853	0.005899977852
854	0.005896671673
855	0.005890018638
856	0.005886379431
857	0.005872352783
858	0.005844216168
859	0.005838762859
860	0.005834135277
861	0.005814922842
862	0.005795730182
863	0.005793214446
864	0.005785783973
865	0.005781653763
866	0.005776913217
867	0.005770022735
868	0.005760978546
869	0.005750047158
870	0.005743628565
871	0.00573509531
872	0.005730519244
873	0.005719765398
874	0.005716299739
875	0.005711923363
876	0.005699363863
877	0.005684322893
878	0.005678190727
879	0.005674519911
880	0.005669771755
881	0.005654815181
882	0.005651829921
883	0.005647269873
884	0.005643288224
885	0.005634473251
886	0.005622305992
887	0.005610150251
888	0.005599887631
889	0.00558466007
890	0.005581360708
891	0.005576646196
892	0.005573715211
893	0.005568922782
894	0.005564972688
895	0.005561003678
896	0.005544755728
897	0.005542750072
898	0.005538920397
899	0.005534679974
900	0.005527824106
901	0.00552242683
902	0.00551644925
903	0.00551429148
904	0.005511649723
905	0.005496052432
906	0.00548249017
907	0.005479273096
908	0.00547524551
909	0.005466114743
910	0.005462757051
911	0.005456294741
912	0.005453929871
913	0.005448671923
914	0.005442163867
915	0.005435806621
916	0.005429641496
917	0.005422663211
918	0.005415514376
919	0.005408209199
920	0.005403291191
921	0.005397937855
922	0.005392232118
923	0.005381108819
924	0.005377308141
925	0.005371749257
926	0.005363777058
927	0.005357662431
928	0.005338904818
929	0.005333339382
930	0.00533079415
931	0.005329071041
932	0.00532637961
933	0.005308817159
934	0.005303164052
935	0.005300585244
936	0.005294267384
937	0.005289563267
938	0.005284604282
939	0.005278651341
940	0.005277221291
941	0.005273411876
942	0.005263357191
943	0.005260820233
944	0.005258734683
945	0.00525452193
946	0.005253249826
947	0.005248685362
948	0.005245096431
949	0.005241603603
950	0.005236882554
951	0.005232022639
952	0.005228728036
953	0.005225112407
954	0.005213440292
955	0.005206056091
956	0.005192922961
957	0.005186697128
958	0.005182917532
959	0.005179296181
960	0.005176532627
961	0.005169398005
962	0.005165153627
963	0.005159974529
964	0.005146016848
965	0.005141422241
966	0.005137283126
967	0.005117670827
968	0.005109624942
969	0.005101486718
970	0.005090439677
971	0.005083908668
972	0.005072398977
973	0.005069203386
974	0.005065927474
975	0.005060331928
976	0.005056202738
977	0.005054153774
978	0.005046279022
979	0.005038949484
980	0.005037449509
981	0.005033353071
982	0.005030288051
983	0.005027926233
984	0.005022866868
985	0.005014995843
986	0.0050012832
987	0.004997841492
988	0.00499489657
989	0.004989229309
990	0.004979680777
991	0.004976825474
992	0.004973726043
993	0.00497152565
994	0.004968352057
995	0.004955828937
996	0.004948407389
997	0.004937003644
998	0.004932706727
999	0.004930611961
